Series Code,Topic,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Base Period,Other notes,Aggregation method,Limitations and exceptions,Notes from original source,General comments,Source,Statistical concept and methodology,Development relevance,Related source links,Other web links,Related indicators,License Type
"BI.PWK.PUBS.MW.FE.ZS",,"Females, as a share of public paid employees by occupation: Medical workers",,"The proportion of female workers in the public sector employed as medical workers","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NN.ZS",,"Individuals with no education as a share of public paid employees",,"Proportion of public sector workers with no education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO",,"Number of public paid employees",,"Total observations of public sector workers in the survey","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.CA",,"Number of public paid employees, by industry: Core Public Administration",,"Total observations of public sector workers in the survey for core public administration","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.ED",,"Number of public paid employees, by industry: Education",,"Total observations of public sector workers in the survey for education","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.HE",,"Number of public paid employees, by industry: Health",,"Total observations of public sector workers in the survey for health","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.MW",,"Number of public paid employees, by occupation: Medical workers",,"Total observations of public sector workers in the survey for medical workers","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.PA",,"Number of public paid employees, by industry: Public Administration",,"Total observations of public sector workers in the survey for public administration","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.PS",,"Number of public paid employees, by industry: Public Safety",,"Total observations of public sector workers in the survey for public safety","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.SS",,"Number of public paid employees, by industry: Social Security",,"Total observations of public sector workers in the survey for social security","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.NO.TS",,"Number of public paid employees, by occupation: Teachers",,"Total observations of public sector workers in the survey for teachers","Number",,,,"Sum",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.PA.FE.ZS",,"Females, as a share of public paid employees by industry: Public Administration",,"Proportion of female public sector workers in public administration","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.PN.FE.ZS",,"Females, as a share of public paid employees by occupational group: Professionals",,"Proportion of female public sector workers employed as professionals","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.PR.ZS",,"Individuals with primary education as a share of public paid employees",,"Proportion of public sector workers with primary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.PS.FE.ZS",,"Females, as a share of public paid employees by industry: Public Safety",,"Proportion of female public sector workers in public safety","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.CA.ZS",,"Rural residents, as a share of public paid employees, by industry: Core Public Administration",,"Proportion of core public administration workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.ED.ZS",,"Rural residents, as a share of public paid employees, by industry: Education",,"Proportion of public education workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.HE.ZS",,"Rural residents, as a share of public paid employees, by industry: Health",,"Proportion of public health workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.MW.ZS",,"Rural residents, as a share of public paid employees, by occupation: Medical workers",,"Proportion of public medical workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.PA.ZS",,"Rural residents, as a share of public paid employees, by industry: Public Administration",,"Proportion of public administration workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.PS.ZS",,"Rural residents, as a share of public paid employees, by industry: Public Safety",,"Proportion of public safety workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.SS.ZS",,"Rural residents, as a share of public paid employees, by industry: Social Security",,"Proportion of social security workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.TS.ZS",,"Rural residents, as a share of public paid employees, by industry: Teachers",,"Proportion of public sector teachers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.RU.ZS",,"Rural residents, as a share of public paid employees",,"Proportion of public sector workers who live in rural areas","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.SG.ZS",,"Individuals with secondary education as a share of public paid employees",,"Proportion of public sector workers with secondary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.SN.FE.ZS",,"Females, as a share of public paid employees by occupational group: Managers",,"Proportion of female workers in the public sector working as managers","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.SS.FE.ZS",,"Females, as a share of public paid employees by industry: Social Security",,"Proportion of female workers in the public sector working in social security","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.SY.ZS",,"Share of public paid employees with social security",,"Proportion of public sector workers with acess to social security","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TN.FE.ZS",,"Females, as a share of public paid employees by occupational group: Technicians",,"Proportion of female workers in the public sector working as technicians","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TS.FE.ZS",,"Females, as a share of public paid employees by industry: Teachers",,"Proportion of female workers in the public sector working as teachers","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TT.CA.ZS",,"Individuals with tertiary Education as a share of public paid employees, by industry: Core Public Administration",,"Share of core public administration salaried workers with tertiary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TT.ED.ZS",,"Individuals with tertiary education as a share of public paid employees, by industry: Education",,"Share of  public education salaried workers with tertiary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TT.HE.ZS",,"Individuals with tertiary education as a share of public paid employees, by industry: Health",,"Share of public health salaried workers with tertiary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TT.MW.ZS",,"Individuals with tertiary Education as a share of public paid employees, by occupation: Medical workers",,"Share of public medical workers salaried workers with tertiary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
"BI.PWK.PUBS.TT.PA.ZS",,"Individuals with tertiary education as a share of public paid employees, by industry: Public Administration",,"Share of public administration salaried workers with tertiary education","%",,,,"Weighted average",,,,"World Bank staff calculations based on the methodology described in World Bank (2023). https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac","The Wordwide Bureaucracy Indicators are a unique cross-national dataset on public sector employment and wages that aims to fill an information gap, thereby helping researchers, development practitioners, and policymakers gain a better understanding of the personnel dimensions of state capability, the footprint of the public sector within the overall labor market, and the fiscal implications of the public sector wage bill. For more information on methodology and definitions, visit: https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099062623201028153/p1687031c943fa1313f6814bcf1aeb51371a5665a9ac",,,,,"CC BY-4.0"
